item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,greedy_answer_first_sentence_normalized,generation_class_detailed,generation_structure_reason,argument_structure_inferred,role_frame_inferred,argument_inference_note,generation_class_strict,generation_class_lax,needs_review_strict,needs_review_lax,prompt,greedy_completion_raw,generation_class_strict_auto,generation_class_lax_auto,generation_class_strict_core_transfer,generation_class_lax_core_transfer,core_transfer_source_strict,core_transfer_source_lax
1968,prompt_filler,filler,an employee strikes an employer .,an employer is struck by an employee .,The employee was fired .,the employee was fired .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The noster glimmed near varset.""

There was a striking event involving an employee and an employer.
The one who did it was an employee.
The one it happened to was an employer.

Bridget asked, ""What happened?""
Mary answered, ""The"," employee was fired.""

Bridget asked, ""What happened?""
Mary answered, ""The employer was fired.""

Brid",other,passive,other,passive,exact_signature,exact_signature
1971,prompt_no_demo,no_demo,an opponent punches a parent .,a parent is punched by an opponent .,"The one who did it was an opponent, and the one it happened to was a parent .","the one who did it was an opponent, and the one it happened to was a parent .",other_coordinate_multiclause,coordination_with_punctuation,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a punching event involving an opponent and a parent.
The one who did it was an opponent.
The one it happened to was a parent.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was an opponent, and the one it happened to was a parent.""

Bridget asked, """,other,other,other,other,exact_signature,exact_signature
1971,prompt_filler,filler,an opponent punches a parent .,a parent is punched by an opponent .,The prindle rasped during forven .,the prindle rasped during forven .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The prindle rasped during forven.""

There was a punching event involving an opponent and a parent.
The one who did it was an opponent.
The one it happened to was a parent.

Bridget asked, ""What happened?""
Mary answered, ""The"," prindle rasped during forven.""

The prindle is the one who did it.
The forven is the one",other,other,other,other,exact_signature,exact_signature
1972,prompt_no_demo,no_demo,a physician selects a pilot .,a pilot is selected by a physician .,The pilot was selected to be a physician .,the pilot was selected to be a physician .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a selecting event involving a physician and a pilot.
The one who did it was a physician.
The one it happened to was a pilot.

Bridget asked, ""What happened?""
Mary answered, ""The"," pilot was selected to be a physician.""
Bridget asked, ""Why was he selected?""
Mary replied, ""He",other,passive,other,passive,exact_signature,exact_signature
1972,prompt_filler,filler,a physician selects a pilot .,a pilot is selected by a physician .,The doctor flew the plane .,the doctor flew the plane .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The slinter maved after bralken.""

There was a selecting event involving a physician and a pilot.
The one who did it was a physician.
The one it happened to was a pilot.

Bridget asked, ""What happened?""
Mary answered, ""The"," doctor flew the plane.""

The doctor was a physician.
The pilot was a pilot.
The plane was a plane.

B",other,other,other,active,exact_signature,exact_signature
1975,prompt_no_demo,no_demo,a doctor teaches an employee .,an employee is taught by a doctor .,The doctor did it .,the doctor did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a teaching event involving a doctor and an employee.
The one who did it was a doctor.
The one it happened to was an employee.

Bridget asked, ""What happened?""
Mary answered, ""The"," doctor did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The doctor.""
Bridget",other,other,other,active,exact_signature,exact_signature
1976,prompt_passive,passive,a student hurries a teacher .,a teacher is hurried by a student .,The student was hurrying to get to the teacher .,the student was hurrying to get to the teacher .,active_target_ditransitive_like,target_active_structural_to_for,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,active,True,False,"There was a smedulpaving event involving a skozebsel and a vranorked.
The one who did it was a skozebsel.
The one it happened to was a vranorked.

Bridget asked, ""What happened?""
Mary answered, ""A vranorked is smedulpaved by a skozebsel.""

There was a hurrying event involving a student and a teacher.
The one who did it was a student.
The one it happened to was a teacher.

Bridget asked, ""What happened?""
Mary answered, ""The"," student was hurrying to get to the teacher.""

There was a smedulpaving event involving a skozebsel",other,active,other,active,exact_signature,exact_signature
1976,prompt_no_demo,no_demo,a student hurries a teacher .,a teacher is hurried by a student .,The student was in a hurry and bumped into me .,the student was in a hurry and bumped into me .,copular_prepositional,be_prepositional_predicate,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a hurrying event involving a student and a teacher.
The one who did it was a student.
The one it happened to was a teacher.

Bridget asked, ""What happened?""
Mary answered, ""The"," student was in a hurry and bumped into me.""

Bridget asked, ""Why was the student in a hurry?""
",other,other,other,other,exact_signature,exact_signature
1976,prompt_filler,filler,a student hurries a teacher .,a teacher is hurried by a student .,The student ran past the teacher .,the student ran past the teacher .,active_other,finite_verb_noncanonical_complement,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The drasken yelped on fralden.""

There was a hurrying event involving a student and a teacher.
The one who did it was a student.
The one it happened to was a teacher.

Bridget asked, ""What happened?""
Mary answered, ""The"," student ran past the teacher.""

The student was a boy.
The teacher was a girl.

Bridget asked, """,other,other,other,other,exact_signature,exact_signature
1978,prompt_no_demo,no_demo,a king follows a lady .,a lady is followed by a king .,The king did it .,the king did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a following event involving a king and a lady.
The one who did it was a king.
The one it happened to was a lady.

Bridget asked, ""What happened?""
Mary answered, ""The"," king did it.""

Bridget asked, ""Who did it?""
Mary answered, ""The king.""

Bridget",other,other,other,active,exact_signature,exact_signature
1979,prompt_passive,passive,a boy strikes a brother .,a brother is struck by a boy .,The boy hit the brother .,the boy hit the brother .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a vrerukgoreding event involving a vratafsel and a plokudsel.
The one who did it was a vratafsel.
The one it happened to was a plokudsel.

Bridget asked, ""What happened?""
Mary answered, ""A plokudsel was vrerukgored by a vratafsel.""

There was a striking event involving a boy and a brother.
The one who did it was a boy.
The one it happened to was a brother.

Bridget asked, ""What happened?""
Mary answered, ""The"," boy hit the brother.""

There was a striking event involving a girl and a sister.
The one who did it was a",other,other,other,active,exact_signature,exact_signature
1979,prompt_no_demo,no_demo,a boy strikes a brother .,a brother is struck by a boy .,The boy did it to the brother .,the boy did it to the brother .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"There was a striking event involving a boy and a brother.
The one who did it was a boy.
The one it happened to was a brother.

Bridget asked, ""What happened?""
Mary answered, ""The"," boy did it to the brother.""

Bridget asked, ""Who did it?""
Mary answered, ""The boy.""

",other,other,other,active,exact_signature,exact_signature
