item_id,item_index,complexity_condition,source_label,target_cell,prime_cell,prime_active,prime_passive,target_active_simple,target_passive_simple,target_active_complex,target_passive_complex,agent_modifier_noun,patient_modifier_noun,agent_modifier_prep,patient_modifier_prep,prime_active_det_family,target_active_det_family,prime_passive_aux,target_passive_aux,prime_active_verb_or_fragment,target_active_verb_or_fragment,target_agent,target_patient
exp4_jabberwocky_1774_agent_complex,1774,agent_complex,jabberwocky,indef_past,def_present,the lav s the lil .,the lil is ed by the lav .,a mol ed a mul .,a mul was ed by a mol .,a mol from a nav ed a mul .,a mul was ed by a mol from a nav .,nav,,from,,def,indef,is,was,s,ed,mol,mul
exp4_jabberwocky_1774_patient_complex,1774,patient_complex,jabberwocky,indef_past,def_present,the lav s the lil .,the lil is ed by the lav .,a mol ed a mul .,a mul was ed by a mol .,a mol ed a mul in a sul .,a mul in a sul was ed by a mol .,,sul,,in,def,indef,is,was,s,ed,mol,mul
exp4_jabberwocky_1774_both_complex,1774,both_complex,jabberwocky,indef_past,def_present,the lav s the lil .,the lil is ed by the lav .,a mol ed a mul .,a mul was ed by a mol .,a mol on a mur ed a mul in a dir .,a mul in a dir was ed by a mol on a mur .,mur,dir,on,in,def,indef,is,was,s,ed,mol,mul
exp4_jabberwocky_1775_agent_complex,1775,agent_complex,jabberwocky,indef_present,def_past,the lil ed the mol .,the mol was ed by the lil .,a mul s a nav .,a nav is ed by a mul .,a mul in a por s a nav .,a nav is ed by a mul in a por .,por,,in,,def,indef,was,is,ed,s,mul,nav
exp4_jabberwocky_1775_patient_complex,1775,patient_complex,jabberwocky,indef_present,def_past,the lil ed the mol .,the mol was ed by the lil .,a mul s a nav .,a nav is ed by a mul .,a mul s a nav on a vom .,a nav on a vom is ed by a mul .,,vom,,on,def,indef,was,is,ed,s,mul,nav
exp4_jabberwocky_1775_both_complex,1775,both_complex,jabberwocky,indef_present,def_past,the lil ed the mol .,the mol was ed by the lil .,a mul s a nav .,a nav is ed by a mul .,a mul below a fol s a nav near a ful .,a nav near a ful is ed by a mul below a fol .,fol,ful,below,near,def,indef,was,is,ed,s,mul,nav
exp4_jabberwocky_1776_agent_complex,1776,agent_complex,jabberwocky,def_past,indef_present,a mol s a mul .,a mul is ed by a mol .,the nav ed the nin .,the nin was ed by the nav .,the nav on the tel ed the nin .,the nin was ed by the nav on the tel .,tel,,on,,indef,def,is,was,s,ed,nav,nin
exp4_jabberwocky_1776_patient_complex,1776,patient_complex,jabberwocky,def_past,indef_present,a mol s a mul .,a mul is ed by a mol .,the nav ed the nin .,the nin was ed by the nav .,the nav ed the nin below the dir .,the nin below the dir was ed by the nav .,,dir,,below,indef,def,is,was,s,ed,nav,nin
exp4_jabberwocky_1776_both_complex,1776,both_complex,jabberwocky,def_past,indef_present,a mol s a mul .,a mul is ed by a mol .,the nav ed the nin .,the nin was ed by the nav .,the nav near the nom ed the nin above the nud .,the nin above the nud was ed by the nav near the nom .,nom,nud,near,above,indef,def,is,was,s,ed,nav,nin
exp4_jabberwocky_1777_agent_complex,1777,agent_complex,jabberwocky,def_present,indef_past,a mul ed a nav .,a nav was ed by a mul .,the nin s the nom .,the nom is ed by the nin .,the nin below the vul s the nom .,the nom is ed by the nin below the vul .,vul,,below,,indef,def,was,is,ed,s,nin,nom
exp4_jabberwocky_1777_patient_complex,1777,patient_complex,jabberwocky,def_present,indef_past,a mul ed a nav .,a nav was ed by a mul .,the nin s the nom .,the nom is ed by the nin .,the nin s the nom near the ful .,the nom near the ful is ed by the nin .,,ful,,near,indef,def,was,is,ed,s,nin,nom
exp4_jabberwocky_1777_both_complex,1777,both_complex,jabberwocky,def_present,indef_past,a mul ed a nav .,a nav was ed by a mul .,the nin s the nom .,the nom is ed by the nin .,the nin above the por s the nom near the rav .,the nom near the rav is ed by the nin above the por .,por,rav,above,near,indef,def,was,is,ed,s,nin,nom
exp4_jabberwocky_1778_agent_complex,1778,agent_complex,jabberwocky,indef_past,def_present,the nav s the nin .,the nin is ed by the nav .,a nom ed a nud .,a nud was ed by a nom .,a nom near a dur ed a nud .,a nud was ed by a nom near a dur .,dur,,near,,def,indef,is,was,s,ed,nom,nud
exp4_jabberwocky_1778_patient_complex,1778,patient_complex,jabberwocky,indef_past,def_present,the nav s the nin .,the nin is ed by the nav .,a nom ed a nud .,a nud was ed by a nom .,a nom ed a nud above a pav .,a nud above a pav was ed by a nom .,,pav,,above,def,indef,is,was,s,ed,nom,nud
exp4_jabberwocky_1778_both_complex,1778,both_complex,jabberwocky,indef_past,def_present,the nav s the nin .,the nin is ed by the nav .,a nom ed a nud .,a nud was ed by a nom .,a nom with a tel ed a nud from a tir .,a nud from a tir was ed by a nom with a tel .,tel,tir,with,from,def,indef,is,was,s,ed,nom,nud
exp4_jabberwocky_1779_agent_complex,1779,agent_complex,jabberwocky,indef_present,def_past,the nin ed the nom .,the nom was ed by the nin .,a nud s a pav .,a pav is ed by a nud .,a nud above a gir s a pav .,a pav is ed by a nud above a gir .,gir,,above,,def,indef,was,is,ed,s,nud,pav
exp4_jabberwocky_1779_patient_complex,1779,patient_complex,jabberwocky,indef_present,def_past,the nin ed the nom .,the nom was ed by the nin .,a nud s a pav .,a pav is ed by a nud .,a nud s a pav with a rav .,a pav with a rav is ed by a nud .,,rav,,with,def,indef,was,is,ed,s,nud,pav
exp4_jabberwocky_1779_both_complex,1779,both_complex,jabberwocky,indef_present,def_past,the nin ed the nom .,the nom was ed by the nin .,a nud s a pav .,a pav is ed by a nud .,a nud from a vul s a pav with a bri .,a pav with a bri is ed by a nud from a vul .,vul,bri,from,with,def,indef,was,is,ed,s,nud,pav
exp4_jabberwocky_1780_agent_complex,1780,agent_complex,jabberwocky,def_past,indef_present,a nom s a nud .,a nud is ed by a nom .,the pav ed the pel .,the pel was ed by the pav .,the pav with the pil ed the pel .,the pel was ed by the pav with the pil .,pil,,with,,indef,def,is,was,s,ed,pav,pel
exp4_jabberwocky_1780_patient_complex,1780,patient_complex,jabberwocky,def_past,indef_present,a nom s a nud .,a nud is ed by a nom .,the pav ed the pel .,the pel was ed by the pav .,the pav ed the pel from the tir .,the pel from the tir was ed by the pav .,,tir,,from,indef,def,is,was,s,ed,pav,pel
exp4_jabberwocky_1780_both_complex,1780,both_complex,jabberwocky,def_past,indef_present,a nom s a nud .,a nud is ed by a nom .,the pav ed the pel .,the pel was ed by the pav .,the pav in the dur ed the pel on the fab .,the pel on the fab was ed by the pav in the dur .,dur,fab,in,on,indef,def,is,was,s,ed,pav,pel
exp4_jabberwocky_1781_agent_complex,1781,agent_complex,jabberwocky,def_present,indef_past,a nud ed a pav .,a pav was ed by a nud .,the pel s the pil .,the pil is ed by the pel .,the pel from the rom s the pil .,the pil is ed by the pel from the rom .,rom,,from,,indef,def,was,is,ed,s,pel,pil
exp4_jabberwocky_1781_patient_complex,1781,patient_complex,jabberwocky,def_present,indef_past,a nud ed a pav .,a pav was ed by a nud .,the pel s the pil .,the pil is ed by the pel .,the pel s the pil in the bri .,the pil in the bri is ed by the pel .,,bri,,in,indef,def,was,is,ed,s,pel,pil
exp4_jabberwocky_1781_both_complex,1781,both_complex,jabberwocky,def_present,indef_past,a nud ed a pav .,a pav was ed by a nud .,the pel s the pil .,the pil is ed by the pel .,the pel on the gir s the pil in the lav .,the pil in the lav is ed by the pel on the gir .,gir,lav,on,in,indef,def,was,is,ed,s,pel,pil
exp4_jabberwocky_1782_agent_complex,1782,agent_complex,jabberwocky,indef_past,def_present,the pav s the pel .,the pel is ed by the pav .,a pil ed a por .,a por was ed by a pil .,a pil in a tul ed a por .,a por was ed by a pil in a tul .,tul,,in,,def,indef,is,was,s,ed,pil,por
exp4_jabberwocky_1782_patient_complex,1782,patient_complex,jabberwocky,indef_past,def_present,the pav s the pel .,the pel is ed by the pav .,a pil ed a por .,a por was ed by a pil .,a pil ed a por on a fab .,a por on a fab was ed by a pil .,,fab,,on,def,indef,is,was,s,ed,pil,por
exp4_jabberwocky_1782_both_complex,1782,both_complex,jabberwocky,indef_past,def_present,the pav s the pel .,the pel is ed by the pav .,a pil ed a por .,a por was ed by a pil .,a pil below a nom ed a por near a nud .,a por near a nud was ed by a pil below a nom .,nom,nud,below,near,def,indef,is,was,s,ed,pil,por
exp4_jabberwocky_1783_agent_complex,1783,agent_complex,jabberwocky,indef_present,def_past,the pel ed the pil .,the pil was ed by the pel .,a por s a rav .,a rav is ed by a por .,a por on a dil s a rav .,a rav is ed by a por on a dil .,dil,,on,,def,indef,was,is,ed,s,por,rav
exp4_jabberwocky_1783_patient_complex,1783,patient_complex,jabberwocky,indef_present,def_past,the pel ed the pil .,the pil was ed by the pel .,a por s a rav .,a rav is ed by a por .,a por s a rav below a lav .,a rav below a lav is ed by a por .,,lav,,below,def,indef,was,is,ed,s,por,rav
exp4_jabberwocky_1783_both_complex,1783,both_complex,jabberwocky,indef_present,def_past,the pel ed the pil .,the pil was ed by the pel .,a por s a rav .,a rav is ed by a por .,a por near a rom s a rav below a sav .,a rav below a sav is ed by a por near a rom .,rom,sav,near,below,def,indef,was,is,ed,s,por,rav
exp4_jabberwocky_1784_agent_complex,1784,agent_complex,jabberwocky,def_past,indef_present,a pil s a por .,a por is ed by a pil .,the rav ed the rom .,the rom was ed by the rav .,the rav below the fav ed the rom .,the rom was ed by the rav below the fav .,fav,,below,,indef,def,is,was,s,ed,rav,rom
exp4_jabberwocky_1784_patient_complex,1784,patient_complex,jabberwocky,def_past,indef_present,a pil s a por .,a por is ed by a pil .,the rav ed the rom .,the rom was ed by the rav .,the rav ed the rom near the nud .,the rom near the nud was ed by the rav .,,nud,,near,indef,def,is,was,s,ed,rav,rom
exp4_jabberwocky_1784_both_complex,1784,both_complex,jabberwocky,def_past,indef_present,a pil s a por .,a por is ed by a pil .,the rav ed the rom .,the rom was ed by the rav .,the rav above the tul ed the rom near the vel .,the rom near the vel was ed by the rav above the tul .,tul,vel,above,near,indef,def,is,was,s,ed,rav,rom
exp4_jabberwocky_1785_agent_complex,1785,agent_complex,jabberwocky,def_present,indef_past,a por ed a rav .,a rav was ed by a por .,the rom s the sav .,the sav is ed by the rom .,the rom near the lil s the sav .,the sav is ed by the rom near the lil .,lil,,near,,indef,def,was,is,ed,s,rom,sav
exp4_jabberwocky_1785_patient_complex,1785,patient_complex,jabberwocky,def_present,indef_past,a por ed a rav .,a rav was ed by a por .,the rom s the sav .,the sav is ed by the rom .,the rom s the sav above the som .,the sav above the som is ed by the rom .,,som,,above,indef,def,was,is,ed,s,rom,sav
exp4_jabberwocky_1785_both_complex,1785,both_complex,jabberwocky,def_present,indef_past,a por ed a rav .,a rav was ed by a por .,the rom s the sav .,the sav is ed by the rom .,the rom with the dil s the sav from the dru .,the sav from the dru is ed by the rom with the dil .,dil,dru,with,from,indef,def,was,is,ed,s,rom,sav
exp4_jabberwocky_1786_agent_complex,1786,agent_complex,jabberwocky,indef_past,def_present,the rav s the rom .,the rom is ed by the rav .,a sav ed a som .,a som was ed by a sav .,a sav above a pav ed a som .,a som was ed by a sav above a pav .,pav,,above,,def,indef,is,was,s,ed,sav,som
exp4_jabberwocky_1786_patient_complex,1786,patient_complex,jabberwocky,indef_past,def_present,the rav s the rom .,the rom is ed by the rav .,a sav ed a som .,a som was ed by a sav .,a sav ed a som with a vel .,a som with a vel was ed by a sav .,,vel,,with,def,indef,is,was,s,ed,sav,som
exp4_jabberwocky_1786_both_complex,1786,both_complex,jabberwocky,indef_past,def_present,the rav s the rom .,the rom is ed by the rav .,a sav ed a som .,a som was ed by a sav .,a sav from a fav ed a som with a fel .,a som with a fel was ed by a sav from a fav .,fav,fel,from,with,def,indef,is,was,s,ed,sav,som
exp4_jabberwocky_1787_agent_complex,1787,agent_complex,jabberwocky,indef_present,def_past,the rom ed the sav .,the sav was ed by the rom .,a som s a sor .,a sor is ed by a som .,a som with a sul s a sor .,a sor is ed by a som with a sul .,sul,,with,,def,indef,was,is,ed,s,som,sor
exp4_jabberwocky_1787_patient_complex,1787,patient_complex,jabberwocky,indef_present,def_past,the rom ed the sav .,the sav was ed by the rom .,a som s a sor .,a sor is ed by a som .,a som s a sor from a dru .,a sor from a dru is ed by a som .,,dru,,from,def,indef,was,is,ed,s,som,sor
exp4_jabberwocky_1787_both_complex,1787,both_complex,jabberwocky,indef_present,def_past,the rom ed the sav .,the sav was ed by the rom .,a som s a sor .,a sor is ed by a som .,a som in a lil s a sor on a mol .,a sor on a mol is ed by a som in a lil .,lil,mol,in,on,def,indef,was,is,ed,s,som,sor
exp4_jabberwocky_1788_agent_complex,1788,agent_complex,jabberwocky,def_past,indef_present,a sav s a som .,a som is ed by a sav .,the sor ed the sul .,the sul was ed by the sor .,the sor from the vil ed the sul .,the sul was ed by the sor from the vil .,vil,,from,,indef,def,is,was,s,ed,sor,sul
exp4_jabberwocky_1788_patient_complex,1788,patient_complex,jabberwocky,def_past,indef_present,a sav s a som .,a som is ed by a sav .,the sor ed the sul .,the sul was ed by the sor .,the sor ed the sul in the fel .,the sul in the fel was ed by the sor .,,fel,,in,indef,def,is,was,s,ed,sor,sul
exp4_jabberwocky_1788_both_complex,1788,both_complex,jabberwocky,def_past,indef_present,a sav s a som .,a som is ed by a sav .,the sor ed the sul .,the sul was ed by the sor .,the sor on the pav ed the sul in the pel .,the sul in the pel was ed by the sor on the pav .,pav,pel,on,in,indef,def,is,was,s,ed,sor,sul
exp4_jabberwocky_1789_agent_complex,1789,agent_complex,jabberwocky,def_present,indef_past,a som ed a sor .,a sor was ed by a som .,the sul s the tel .,the tel is ed by the sul .,the sul in the gri s the tel .,the tel is ed by the sul in the gri .,gri,,in,,indef,def,was,is,ed,s,sul,tel
exp4_jabberwocky_1789_patient_complex,1789,patient_complex,jabberwocky,def_present,indef_past,a som ed a sor .,a sor was ed by a som .,the sul s the tel .,the tel is ed by the sul .,the sul s the tel on the mol .,the tel on the mol is ed by the sul .,,mol,,on,indef,def,was,is,ed,s,sul,tel
exp4_jabberwocky_1789_both_complex,1789,both_complex,jabberwocky,def_present,indef_past,a som ed a sor .,a sor was ed by a som .,the sul s the tel .,the tel is ed by the sul .,the sul below the tir s the tel near the tul .,the tel near the tul is ed by the sul below the tir .,tir,tul,below,near,indef,def,was,is,ed,s,sul,tel
exp4_jabberwocky_1790_agent_complex,1790,agent_complex,jabberwocky,indef_past,def_present,the sor s the sul .,the sul is ed by the sor .,a tel ed a tir .,a tir was ed by a tel .,a tel on a fil ed a tir .,a tir was ed by a tel on a fil .,fil,,on,,def,indef,is,was,s,ed,tel,tir
exp4_jabberwocky_1790_patient_complex,1790,patient_complex,jabberwocky,indef_past,def_present,the sor s the sul .,the sul is ed by the sor .,a tel ed a tir .,a tir was ed by a tel .,a tel ed a tir below a pel .,a tir below a pel was ed by a tel .,,pel,,below,def,indef,is,was,s,ed,tel,tir
exp4_jabberwocky_1790_both_complex,1790,both_complex,jabberwocky,indef_past,def_present,the sor s the sul .,the sul is ed by the sor .,a tel ed a tir .,a tir was ed by a tel .,a tel near a vil ed a tir above a vir .,a tir above a vir was ed by a tel near a vil .,vil,vir,near,above,def,indef,is,was,s,ed,tel,tir
exp4_jabberwocky_1791_agent_complex,1791,agent_complex,jabberwocky,indef_present,def_past,the sul ed the tel .,the tel was ed by the sul .,a tir s a tul .,a tul is ed by a tir .,a tir below a mul s a tul .,a tul is ed by a tir below a mul .,mul,,below,,def,indef,was,is,ed,s,tir,tul
exp4_jabberwocky_1791_patient_complex,1791,patient_complex,jabberwocky,indef_present,def_past,the sul ed the tel .,the tel was ed by the sul .,a tir s a tul .,a tul is ed by a tir .,a tir s a tul near a sor .,a tul near a sor is ed by a tir .,,sor,,near,def,indef,was,is,ed,s,tir,tul
exp4_jabberwocky_1791_both_complex,1791,both_complex,jabberwocky,indef_present,def_past,the sul ed the tel .,the tel was ed by the sul .,a tir s a tul .,a tul is ed by a tir .,a tir above a gri s a tul near a mur .,a tul near a mur is ed by a tir above a gri .,gri,mur,above,near,def,indef,was,is,ed,s,tir,tul
exp4_jabberwocky_1792_agent_complex,1792,agent_complex,jabberwocky,def_past,indef_present,a tel s a tir .,a tir is ed by a tel .,the tul ed the vel .,the vel was ed by the tul .,the tul near the pil ed the vel .,the vel was ed by the tul near the pil .,pil,,near,,indef,def,is,was,s,ed,tul,vel
exp4_jabberwocky_1792_patient_complex,1792,patient_complex,jabberwocky,def_past,indef_present,a tel s a tir .,a tir is ed by a tel .,the tul ed the vel .,the vel was ed by the tul .,the tul ed the vel above the vir .,the vel above the vir was ed by the tul .,,vir,,above,indef,def,is,was,s,ed,tul,vel
exp4_jabberwocky_1792_both_complex,1792,both_complex,jabberwocky,def_past,indef_present,a tel s a tir .,a tir is ed by a tel .,the tul ed the vel .,the vel was ed by the tul .,the tul with the fil ed the vel from the fol .,the vel from the fol was ed by the tul with the fil .,fil,fol,with,from,indef,def,is,was,s,ed,tul,vel
exp4_jabberwocky_1793_agent_complex,1793,agent_complex,jabberwocky,def_present,indef_past,a tir ed a tul .,a tul was ed by a tir .,the vel s the vil .,the vil is ed by the vel .,the vel above the sul s the vil .,the vil is ed by the vel above the sul .,sul,,above,,indef,def,was,is,ed,s,vel,vil
